category,Niederschlag (6 bis 6 UTC)
Fr 01.09.,19.2
Sa 02.09.,6.8
So 03.09.,9.3
Mo 04.09.,0
Di 05.09.,0.7
Mi 06.09.,8.3
Do 07.09.,1
Fr 08.09.,0
Sa 09.09.,7.4
So 10.09.,1.4
Mo 11.09.,0
Di 12.09.,4.2
Mi 13.09.,0.4
Do 14.09.,5.7
Fr 15.09.,1.5
Sa 16.09.,3.2
So 17.09.,0.5
Mo 18.09.,0.2
Di 19.09.,1.1
Mi 20.09.,8
Do 21.09.,0
Fr 22.09.,0
Sa 23.09.,0
So 24.09.,1.6
Mo 25.09.,0
Di 26.09.,0
Mi 27.09.,0
Do 28.09.,0
Fr 29.09.,0.2
Sa 30.09.,5.1
So 01.10.,2
Mo 02.10.,4.7
Di 03.10.,12.3
Mi 04.10.,0
Do 05.10.,6.8
Fr 06.10.,8.1
Sa 07.10.,1.5
So 08.10.,1.4
Mo 09.10.,4.7
Di 10.10.,0.3
Mi 11.10.,0
Do 12.10.,0
Fr 13.10.,0
Sa 14.10.,0
So 15.10.,0
Mo 16.10.,0
Di 17.10.,0
Mi 18.10.,0
Do 19.10.,0
Fr 20.10.,1.4
Sa 21.10.,8.1
So 22.10.,3.1
Mo 23.10.,0.2
Di 24.10.,0
Mi 25.10.,0
Do 26.10.,0
Fr 27.10.,5
Sa 28.10.,4.5
So 29.10.,3.1
Mo 30.10.,0
Di 31.10.,0
Mi 01.11.,0
Do 02.11.,0.1
Fr 03.11.,0
Sa 04.11.,0
So 05.11.,20.3
Mo 06.11.,6
Di 07.11.,0.7
Mi 08.11.,0.2
Do 09.11.,0
Fr 10.11.,4.5
Sa 11.11.,12.3
So 12.11.,15.1
Mo 13.11.,0.5
Di 14.11.,0.1
Mi 15.11.,0
Do 16.11.,0
Fr 17.11.,0.1
Sa 18.11.,2
So 19.11.,2
Mo 20.11.,2.1
Di 21.11.,0.2
Mi 22.11.,0
Do 23.11.,0
Fr 24.11.,0
Sa 25.11.,4.6
So 26.11.,2
Mo 27.11.,0.2
Di 28.11.,0.1
Mi 29.11.,1.8
Do 30.11.,1.7
Fr 01.12.,0
Sa 02.12.,0
So 03.12.,3.4
Mo 04.12.,2.8
Di 05.12.,0.1
Mi 06.12.,0
Do 07.12.,1.2
Fr 08.12.,4.8
Sa 09.12.,0
So 10.12.,2.3
Mo 11.12.,4.8
Di 12.12.,0.3
Mi 13.12.,0.8
Do 14.12.,5.8
Fr 15.12.,0.1
Sa 16.12.,2.9
So 17.12.,0.5
Mo 18.12.,0.1
Di 19.12.,1
Mi 20.12.,0
Do 21.12.,8.5
Fr 22.12.,2.2
Sa 23.12.,0
So 24.12.,0
Mo 25.12.,0
Di 26.12.,0
Mi 27.12.,6.7
Do 28.12.,6
Fr 29.12.,1.6
Sa 30.12.,3.1
So 31.12.,0.3
