category,Niederschlag (6 bis 6 UTC)
Do 01.04.,0.7
Fr 02.04.,0
Sa 03.04.,0
So 04.04.,0
Mo 05.04.,6.2
Di 06.04.,2.7
Mi 07.04.,3.9
Do 08.04.,0.2
Fr 09.04.,0
Sa 10.04.,0
So 11.04.,1.2
Mo 12.04.,9.2
Di 13.04.,0.7
Mi 14.04.,0
Do 15.04.,0
Fr 16.04.,0
Sa 17.04.,0.1
So 18.04.,0.1
Mo 19.04.,8.5
Di 20.04.,0.3
Mi 21.04.,0.1
Do 22.04.,0
Fr 23.04.,0
Sa 24.04.,0
So 25.04.,0
Mo 26.04.,0
Di 27.04.,0
Mi 28.04.,0
Do 29.04.,3.8
Fr 30.04.,7
Sa 01.05.,19.9
So 02.05.,4
Mo 03.05.,0
Di 04.05.,2.3
Mi 05.05.,6.1
Do 06.05.,14
Fr 07.05.,5.1
Sa 08.05.,0
So 09.05.,0
Mo 10.05.,0
Di 11.05.,15.2
Mi 12.05.,15.6
Do 13.05.,8.3
Fr 14.05.,1.1
Sa 15.05.,3.3
So 16.05.,2.1
Mo 17.05.,3.1
Di 18.05.,1.3
Mi 19.05.,6.8
Do 20.05.,0.7
Fr 21.05.,11.9
Sa 22.05.,3.3
So 23.05.,5.5
Mo 24.05.,7.7
Di 25.05.,0
Mi 26.05.,6.8
Do 27.05.,1.7
Fr 28.05.,0.1
Sa 29.05.,0
So 30.05.,0
Mo 31.05.,0
Di 01.06.,0
Mi 02.06.,0
Do 03.06.,0
Fr 04.06.,2.1
Sa 05.06.,37.3
So 06.06.,5.5
Mo 07.06.,0
Di 08.06.,0
Mi 09.06.,0
Do 10.06.,11.3
Fr 11.06.,0
Sa 12.06.,0.6
So 13.06.,0
Mo 14.06.,0
Di 15.06.,0
Mi 16.06.,0
Do 17.06.,0
Fr 18.06.,0
Sa 19.06.,0
So 20.06.,0
Mo 21.06.,15.7
Di 22.06.,14.1
Mi 23.06.,12.8
Do 24.06.,10.9
Fr 25.06.,0
Sa 26.06.,0
So 27.06.,0
Mo 28.06.,3.9
Di 29.06.,12.7
Mi 30.06.,4.4
