category,Niederschlag (6 bis 6 UTC)
So 01.09.,2.3
Mo 02.09.,1.5
Di 03.09.,0
Mi 04.09.,0
Do 05.09.,6
Fr 06.09.,3
Sa 07.09.,1.3
So 08.09.,22.9
Mo 09.09.,0.9
Di 10.09.,0
Mi 11.09.,0
Do 12.09.,0
Fr 13.09.,0
Sa 14.09.,0
So 15.09.,0
Mo 16.09.,0
Di 17.09.,0
Mi 18.09.,0
Do 19.09.,0
Fr 20.09.,0
Sa 21.09.,0
So 22.09.,0
Mo 23.09.,10.5
Di 24.09.,0.8
Mi 25.09.,0.4
Do 26.09.,0.3
Fr 27.09.,8.4
Sa 28.09.,0.1
So 29.09.,0.1
Mo 30.09.,0
Di 01.10.,3.9
Mi 02.10.,18.3
Do 03.10.,0
Fr 04.10.,1.2
Sa 05.10.,3.6
So 06.10.,16.2
Mo 07.10.,2.5
Di 08.10.,4.9
Mi 09.10.,10.4
Do 10.10.,1.6
Fr 11.10.,0.1
Sa 12.10.,0
So 13.10.,0
Mo 14.10.,0
Di 15.10.,3.4
Mi 16.10.,0.1
Do 17.10.,0
Fr 18.10.,0
Sa 19.10.,0
So 20.10.,0
Mo 21.10.,0.1
Di 22.10.,0.2
Mi 23.10.,0
Do 24.10.,0
Fr 25.10.,0
Sa 26.10.,0
So 27.10.,4.7
Mo 28.10.,3.2
Di 29.10.,2
Mi 30.10.,1.5
Do 31.10.,0
Fr 01.11.,1.8
Sa 02.11.,1.3
So 03.11.,2.4
Mo 04.11.,6.5
Di 05.11.,0.3
Mi 06.11.,0.1
Do 07.11.,0
Fr 08.11.,1
Sa 09.11.,0.2
So 10.11.,0.1
Mo 11.11.,2.4
Di 12.11.,4.5
Mi 13.11.,1.8
Do 14.11.,0
Fr 15.11.,0.1
Sa 16.11.,0.4
So 17.11.,0.6
Mo 18.11.,0
Di 19.11.,0
Mi 20.11.,0
Do 21.11.,0
Fr 22.11.,0
Sa 23.11.,0
So 24.11.,0
Mo 25.11.,0
Di 26.11.,0
Mi 27.11.,0.5
Do 28.11.,2.1
Fr 29.11.,3.3
Sa 30.11.,0
So 01.12.,2.4
Mo 02.12.,0
Di 03.12.,0
Mi 04.12.,0
Do 05.12.,0
Fr 06.12.,0.7
Sa 07.12.,0.1
So 08.12.,0
Mo 09.12.,3.7
Di 10.12.,0
Mi 11.12.,2.7
Do 12.12.,1
Fr 13.12.,2.3
Sa 14.12.,1.7
So 15.12.,0
Mo 16.12.,0
Di 17.12.,0
Mi 18.12.,0
Do 19.12.,0
Fr 20.12.,5.6
Sa 21.12.,2.8
So 22.12.,0.4
Mo 23.12.,2.7
Di 24.12.,8
Mi 25.12.,9
Do 26.12.,1.9
Fr 27.12.,4.1
Sa 28.12.,0.1
So 29.12.,0
Mo 30.12.,0
Di 31.12.,0
