category,Niederschlag (6 bis 6 UTC)
So 01.05.,5.8
Mo 02.05.,0.1
Di 03.05.,3
Mi 04.05.,0
Do 05.05.,0
Fr 06.05.,0
Sa 07.05.,0
So 08.05.,0
Mo 09.05.,0
Di 10.05.,0.1
Mi 11.05.,0
Do 12.05.,3.6
Fr 13.05.,21.6
Sa 14.05.,7.6
So 15.05.,0.3
Mo 16.05.,8.6
Di 17.05.,1.5
Mi 18.05.,4
Do 19.05.,7
Fr 20.05.,0.1
Sa 21.05.,0
So 22.05.,0
Mo 23.05.,28.7
Di 24.05.,10.9
Mi 25.05.,0
Do 26.05.,0
Fr 27.05.,0.1
Sa 28.05.,0.1
So 29.05.,5.6
Mo 30.05.,5.8
Di 31.05.,6.9
Mi 01.06.,4.9
Do 02.06.,1.6
Fr 03.06.,7.8
Sa 04.06.,0.7
So 05.06.,2.3
Mo 06.06.,0
Di 07.06.,0
Mi 08.06.,5.9
Do 09.06.,8
Fr 10.06.,0
Sa 11.06.,4
So 12.06.,0.7
Mo 13.06.,3.3
Di 14.06.,9.1
Mi 15.06.,5.4
Do 16.06.,14.1
Fr 17.06.,0.1
Sa 18.06.,26.3
So 19.06.,8.8
Mo 20.06.,0.1
Di 21.06.,0
Mi 22.06.,0
Do 23.06.,0
Fr 24.06.,0
Sa 25.06.,12.7
So 26.06.,7.6
Mo 27.06.,0
Di 28.06.,0
Mi 29.06.,1.9
Do 30.06.,5.1
Fr 01.07.,0
Sa 02.07.,4.9
So 03.07.,0
Mo 04.07.,0
Di 05.07.,0
Mi 06.07.,0
Do 07.07.,0
Fr 08.07.,0.3
Sa 09.07.,0
So 10.07.,0
Mo 11.07.,12.5
Di 12.07.,57.1
Mi 13.07.,18.8
Do 14.07.,3.8
Fr 15.07.,0
Sa 16.07.,0
So 17.07.,0.5
Mo 18.07.,0
Di 19.07.,0
Mi 20.07.,0
Do 21.07.,11.2
Fr 22.07.,0.3
Sa 23.07.,8.1
So 24.07.,1
Mo 25.07.,1.6
Di 26.07.,1.7
Mi 27.07.,7.8
Do 28.07.,2.5
Fr 29.07.,0
Sa 30.07.,0
So 31.07.,1.8
Mo 01.08.,0
Di 02.08.,0.7
Mi 03.08.,0
Do 04.08.,20.6
Fr 05.08.,24.1
Sa 06.08.,0.1
So 07.08.,0
Mo 08.08.,5.4
Di 09.08.,6.2
Mi 10.08.,6.3
Do 11.08.,2.1
Fr 12.08.,1.9
Sa 13.08.,0
So 14.08.,0
Mo 15.08.,0
Di 16.08.,0
Mi 17.08.,0.1
Do 18.08.,17.8
Fr 19.08.,1.1
Sa 20.08.,7.3
So 21.08.,0.5
Mo 22.08.,0
Di 23.08.,0
Mi 24.08.,0
Do 25.08.,0
Fr 26.08.,0
Sa 27.08.,0
So 28.08.,0
Mo 29.08.,12.2
Di 30.08.,0
Mi 31.08.,0.4
