category,Niederschlag (6 bis 6 UTC)
Mo 01.01.,0
Di 02.01.,2.9
Mi 03.01.,16.9
Do 04.01.,24
Fr 05.01.,1.2
Sa 06.01.,0
So 07.01.,0
Mo 08.01.,0
Di 09.01.,0
Mi 10.01.,0
Do 11.01.,0
Fr 12.01.,0
Sa 13.01.,0
So 14.01.,0.4
Mo 15.01.,0.5
Di 16.01.,8
Mi 17.01.,5.9
Do 18.01.,11.2
Fr 19.01.,2.2
Sa 20.01.,12.6
So 21.01.,6.7
Mo 22.01.,12.2
Di 23.01.,0
Mi 24.01.,0
Do 25.01.,0
Fr 26.01.,0
Sa 27.01.,0
So 28.01.,0
Mo 29.01.,0
Di 30.01.,0
Mi 31.01.,0.1
Do 01.02.,9.6
Fr 02.02.,0
Sa 03.02.,1.3
So 04.02.,0.6
Mo 05.02.,0.1
Di 06.02.,0
Mi 07.02.,3.7
Do 08.02.,0.5
Fr 09.02.,0.1
Sa 10.02.,0
So 11.02.,6
Mo 12.02.,0.5
Di 13.02.,0.1
Mi 14.02.,0
Do 15.02.,12.7
Fr 16.02.,3.5
Sa 17.02.,11.7
So 18.02.,0.1
Mo 19.02.,0.1
Di 20.02.,1
Mi 21.02.,0
Do 22.02.,0.8
Fr 23.02.,0
Sa 24.02.,0
So 25.02.,0
Mo 26.02.,0.2
Di 27.02.,0
Mi 28.02.,0
Do 01.03.,0
Fr 02.03.,0.7
Sa 03.03.,0.3
So 04.03.,0
Mo 05.03.,0
Di 06.03.,0.1
Mi 07.03.,0
Do 08.03.,0
Fr 09.03.,0
Sa 10.03.,1.2
So 11.03.,10
Mo 12.03.,0.1
Di 13.03.,2.7
Mi 14.03.,1.7
Do 15.03.,2
Fr 16.03.,0.3
Sa 17.03.,2.3
So 18.03.,0.1
Mo 19.03.,3
Di 20.03.,2.1
Mi 21.03.,0.1
Do 22.03.,1.9
Fr 23.03.,0.3
Sa 24.03.,0
So 25.03.,0
Mo 26.03.,4.7
Di 27.03.,3.7
Mi 28.03.,7.5
Do 29.03.,0
Fr 30.03.,0.3
Sa 31.03.,1.1
So 01.04.,1.5
Mo 02.04.,0
Di 03.04.,0
Mi 04.04.,0
Do 05.04.,1.7
Fr 06.04.,0
Sa 07.04.,0
So 08.04.,0
Mo 09.04.,0
Di 10.04.,0
Mi 11.04.,0
Do 12.04.,0
Fr 13.04.,0
Sa 14.04.,0
So 15.04.,1.2
Mo 16.04.,3.6
Di 17.04.,0
Mi 18.04.,0
Do 19.04.,0
Fr 20.04.,0
Sa 21.04.,0
So 22.04.,0
Mo 23.04.,0.7
Di 24.04.,0
Mi 25.04.,0.8
Do 26.04.,0.2
Fr 27.04.,0
Sa 28.04.,0
So 29.04.,0
Mo 30.04.,3.3
