category,Niederschlag (6 bis 6 UTC)
Do 01.10.,0
Fr 02.10.,0
Sa 03.10.,6.3
So 04.10.,1.3
Mo 05.10.,5.3
Di 06.10.,10
Mi 07.10.,4.5
Do 08.10.,0
Fr 09.10.,0
Sa 10.10.,6
So 11.10.,1.3
Mo 12.10.,2.7
Di 13.10.,2.6
Mi 14.10.,0.3
Do 15.10.,7
Fr 16.10.,9
Sa 17.10.,0.5
So 18.10.,0
Mo 19.10.,0
Di 20.10.,0
Mi 21.10.,0
Do 22.10.,0.3
Fr 23.10.,10.9
Sa 24.10.,2.3
So 25.10.,0.1
Mo 26.10.,17.2
Di 27.10.,0.6
Mi 28.10.,2.4
Do 29.10.,16.2
Fr 30.10.,0
Sa 31.10.,0.1
So 01.11.,2.7
Mo 02.11.,0.1
Di 03.11.,13.2
Mi 04.11.,0
Do 05.11.,0
Fr 06.11.,0.1
Sa 07.11.,0.1
So 08.11.,0.2
Mo 09.11.,0.2
Di 10.11.,0.1
Mi 11.11.,0
Do 12.11.,0
Fr 13.11.,0
Sa 14.11.,0
So 15.11.,2.1
Mo 16.11.,0.2
Di 17.11.,0
Mi 18.11.,0
Do 19.11.,4.3
Fr 20.11.,0
Sa 21.11.,0
So 22.11.,0
Mo 23.11.,0.2
Di 24.11.,0
Mi 25.11.,0
Do 26.11.,0
Fr 27.11.,0
Sa 28.11.,0
So 29.11.,0
Mo 30.11.,0
Di 01.12.,3.1
Mi 02.12.,0
Do 03.12.,0
Fr 04.12.,0
Sa 05.12.,1.8
So 06.12.,0.7
Mo 07.12.,0
Di 08.12.,0.4
Mi 09.12.,3.9
Do 10.12.,0
Fr 11.12.,0
Sa 12.12.,2.4
So 13.12.,0.9
Mo 14.12.,0.1
Di 15.12.,0
Mi 16.12.,0
Do 17.12.,0
Fr 18.12.,0
Sa 19.12.,0
So 20.12.,0
Mo 21.12.,4
Di 22.12.,0.2
Mi 23.12.,5.7
Do 24.12.,3.5
Fr 25.12.,3.2
Sa 26.12.,0
So 27.12.,0
Mo 28.12.,1.4
Di 29.12.,0
Mi 30.12.,0
Do 31.12.,-999
