category,Niederschlag (6 bis 6 UTC)
Mo 01.07.,7.7
Di 02.07.,3.2
Mi 03.07.,6.7
Do 04.07.,0.9
Fr 05.07.,0
Sa 06.07.,13.3
So 07.07.,8.4
Mo 08.07.,0
Di 09.07.,0
Mi 10.07.,1.9
Do 11.07.,0.4
Fr 12.07.,11.2
Sa 13.07.,2.1
So 14.07.,0
Mo 15.07.,13.1
Di 16.07.,0.8
Mi 17.07.,0
Do 18.07.,0
Fr 19.07.,0
Sa 20.07.,0.9
So 21.07.,16.5
Mo 22.07.,3.3
Di 23.07.,4.5
Mi 24.07.,0
Do 25.07.,0
Fr 26.07.,0
Sa 27.07.,6.5
So 28.07.,2.8
Mo 29.07.,0
Di 30.07.,0
Mi 31.07.,18.2
Do 01.08.,0.4
Fr 02.08.,22.1
Sa 03.08.,3.1
So 04.08.,0
Mo 05.08.,0
Di 06.08.,0
Mi 07.08.,2.5
Do 08.08.,23.9
Fr 09.08.,0
Sa 10.08.,0
So 11.08.,0
Mo 12.08.,0
Di 13.08.,0
Mi 14.08.,3.2
Do 15.08.,0
Fr 16.08.,0
Sa 17.08.,0.8
So 18.08.,64.9
Mo 19.08.,7.3
Di 20.08.,0
Mi 21.08.,0.2
Do 22.08.,0
Fr 23.08.,0
Sa 24.08.,0
So 25.08.,8.3
Mo 26.08.,1.6
Di 27.08.,0
Mi 28.08.,0
Do 29.08.,0
Fr 30.08.,0
Sa 31.08.,0
So 01.09.,0
Mo 02.09.,0
Di 03.09.,0
Mi 04.09.,9.2
Do 05.09.,0
Fr 06.09.,0
Sa 07.09.,0
So 08.09.,37.4
Mo 09.09.,4.1
Di 10.09.,0.3
Mi 11.09.,8.3
Do 12.09.,4.1
Fr 13.09.,37.9
Sa 14.09.,29.6
So 15.09.,11.4
Mo 16.09.,42
Di 17.09.,3.1
Mi 18.09.,0
Do 19.09.,0
Fr 20.09.,0
Sa 21.09.,0
So 22.09.,0
Mo 23.09.,12
Di 24.09.,0
Mi 25.09.,0.3
Do 26.09.,6.8
Fr 27.09.,11.1
Sa 28.09.,2.8
So 29.09.,0.1
Mo 30.09.,4
