category,Niederschlag (6 bis 6 UTC)
Fr 01.01.,0
Sa 02.01.,0
So 03.01.,0
Mo 04.01.,0
Di 05.01.,3.2
Mi 06.01.,5.1
Do 07.01.,0
Fr 08.01.,0.1
Sa 09.01.,0
So 10.01.,0
Mo 11.01.,0
Di 12.01.,5
Mi 13.01.,3.9
Do 14.01.,0.9
Fr 15.01.,0.4
Sa 16.01.,2.3
So 17.01.,4.9
Mo 18.01.,0.8
Di 19.01.,1.6
Mi 20.01.,0
Do 21.01.,0
Fr 22.01.,2.1
Sa 23.01.,0.2
So 24.01.,0
Mo 25.01.,15
Di 26.01.,1.9
Mi 27.01.,1.4
Do 28.01.,16.9
Fr 29.01.,1.5
Sa 30.01.,8.7
So 31.01.,0
Mo 01.02.,1.5
Di 02.02.,4.9
Mi 03.02.,6.8
Do 04.02.,0
Fr 05.02.,0
Sa 06.02.,0
So 07.02.,7.4
Mo 08.02.,0
Di 09.02.,0.4
Mi 10.02.,7.7
Do 11.02.,0
Fr 12.02.,0
Sa 13.02.,0
So 14.02.,0
Mo 15.02.,3.1
Di 16.02.,3.7
Mi 17.02.,0
Do 18.02.,0.1
Fr 19.02.,1.9
Sa 20.02.,0
So 21.02.,0
Mo 22.02.,0
Di 23.02.,0
Mi 24.02.,0
Do 25.02.,0
Fr 26.02.,2.9
Sa 27.02.,0
So 28.02.,0
Mo 01.03.,0
Di 02.03.,0
Mi 03.03.,0
Do 04.03.,3.4
Fr 05.03.,3.1
Sa 06.03.,0
So 07.03.,1.7
Mo 08.03.,0
Di 09.03.,1.2
Mi 10.03.,2.3
Do 11.03.,8.8
Fr 12.03.,0
Sa 13.03.,5
So 14.03.,2.3
Mo 15.03.,6.1
Di 16.03.,8.3
Mi 17.03.,0.6
Do 18.03.,1.5
Fr 19.03.,2.4
Sa 20.03.,0.1
So 21.03.,0.1
Mo 22.03.,0
Di 23.03.,0
Mi 24.03.,0
Do 25.03.,0
Fr 26.03.,0
Sa 27.03.,0.7
So 28.03.,0
Mo 29.03.,0
Di 30.03.,0
Mi 31.03.,0
