category,Niederschlag (6 bis 6 UTC)
Di 01.10.,5.8
Mi 02.10.,1.3
Do 03.10.,0.5
Fr 04.10.,6
Sa 05.10.,2.5
So 06.10.,0.4
Mo 07.10.,0
Di 08.10.,10.1
Mi 09.10.,0
Do 10.10.,5.8
Fr 11.10.,0
Sa 12.10.,0
So 13.10.,2.5
Mo 14.10.,4.6
Di 15.10.,0
Mi 16.10.,0
Do 17.10.,0
Fr 18.10.,0.9
Sa 19.10.,0
So 20.10.,0
Mo 21.10.,0
Di 22.10.,0.2
Mi 23.10.,5
Do 24.10.,0
Fr 25.10.,0
Sa 26.10.,0
So 27.10.,0
Mo 28.10.,0.1
Di 29.10.,0.1
Mi 30.10.,0
Do 31.10.,0
Fr 01.11.,0
Sa 02.11.,0
So 03.11.,0
Mo 04.11.,0
Di 05.11.,0
Mi 06.11.,0
Do 07.11.,0
Fr 08.11.,0
Sa 09.11.,0
So 10.11.,0
Mo 11.11.,0
Di 12.11.,0
Mi 13.11.,0.7
Do 14.11.,0
Fr 15.11.,0
Sa 16.11.,0
So 17.11.,2
Mo 18.11.,1.5
Di 19.11.,9.2
Mi 20.11.,0.1
Do 21.11.,2.3
Fr 22.11.,0
Sa 23.11.,0
So 24.11.,0.1
Mo 25.11.,2.4
Di 26.11.,0.4
Mi 27.11.,4.7
Do 28.11.,1.7
Fr 29.11.,0
Sa 30.11.,0
So 01.12.,0
Mo 02.12.,5.1
Di 03.12.,0.6
Mi 04.12.,0
Do 05.12.,4.2
Fr 06.12.,4.8
Sa 07.12.,2.7
So 08.12.,5.4
Mo 09.12.,1.1
Di 10.12.,0
Mi 11.12.,0
Do 12.12.,0
Fr 13.12.,0
Sa 14.12.,0
So 15.12.,0.6
Mo 16.12.,0
Di 17.12.,0
Mi 18.12.,0
Do 19.12.,0.3
Fr 20.12.,0
Sa 21.12.,4.9
So 22.12.,6.9
Mo 23.12.,0.3
Di 24.12.,0
Mi 25.12.,0
Do 26.12.,0
Fr 27.12.,0
Sa 28.12.,0
So 29.12.,0
Mo 30.12.,0
Di 31.12.,0
