category,Niederschlag (6 bis 6 UTC)
Di 01.01.,0
Mi 02.01.,0
Do 03.01.,0
Fr 04.01.,0
Sa 05.01.,0
So 06.01.,0.5
Mo 07.01.,0
Di 08.01.,0
Mi 09.01.,0
Do 10.01.,0
Fr 11.01.,0
Sa 12.01.,0.3
So 13.01.,0.7
Mo 14.01.,0
Di 15.01.,0
Mi 16.01.,0
Do 17.01.,0
Fr 18.01.,0
Sa 19.01.,2.4
So 20.01.,2.3
Mo 21.01.,0.3
Di 22.01.,0
Mi 23.01.,1.6
Do 24.01.,0.8
Fr 25.01.,1.1
Sa 26.01.,0
So 27.01.,0.7
Mo 28.01.,0
Di 29.01.,0
Mi 30.01.,0
Do 31.01.,0
Fr 01.02.,0
Sa 02.02.,0
So 03.02.,0
Mo 04.02.,0
Di 05.02.,0
Mi 06.02.,10.1
Do 07.02.,1
Fr 08.02.,4.1
Sa 09.02.,1.5
So 10.02.,1.4
Mo 11.02.,0
Di 12.02.,0
Mi 13.02.,3.6
Do 14.02.,0
Fr 15.02.,0
Sa 16.02.,0
So 17.02.,0
Mo 18.02.,0.1
Di 19.02.,0
Mi 20.02.,2
Do 21.02.,0.6
Fr 22.02.,1.4
Sa 23.02.,7.8
So 24.02.,2.1
Mo 25.02.,2.8
Di 26.02.,0.2
Mi 27.02.,8.5
Do 28.02.,0.4
Fr 01.03.,1.2
Sa 02.03.,4
So 03.03.,0
Mo 04.03.,0
Di 05.03.,0
Mi 06.03.,0
Do 07.03.,1.4
Fr 08.03.,0
Sa 09.03.,0
So 10.03.,0
Mo 11.03.,0
Di 12.03.,0
Mi 13.03.,0
Do 14.03.,0
Fr 15.03.,0
Sa 16.03.,0
So 17.03.,0
Mo 18.03.,1.7
Di 19.03.,27.8
Mi 20.03.,32.9
Do 21.03.,18.3
Fr 22.03.,5.5
Sa 23.03.,0.1
So 24.03.,0.6
Mo 25.03.,0
Di 26.03.,0
Mi 27.03.,0
Do 28.03.,0
Fr 29.03.,0
Sa 30.03.,0
So 31.03.,0
Mo 01.04.,0
Di 02.04.,0
Mi 03.04.,0
Do 04.04.,0
Fr 05.04.,0
Sa 06.04.,0
So 07.04.,0
Mo 08.04.,0
Di 09.04.,0
Mi 10.04.,0
Do 11.04.,0
Fr 12.04.,0
Sa 13.04.,0.5
So 14.04.,0
Mo 15.04.,0.5
Di 16.04.,0
Mi 17.04.,0
Do 18.04.,0
Fr 19.04.,1.7
Sa 20.04.,1.1
So 21.04.,0
Mo 22.04.,0
Di 23.04.,3.2
Mi 24.04.,0.4
Do 25.04.,0.1
Fr 26.04.,8
Sa 27.04.,0.1
So 28.04.,0
Mo 29.04.,0
Di 30.04.,0
