category,Niederschlag (6 bis 6 UTC)
Fr 01.01.,0
Sa 02.01.,0
So 03.01.,0
Mo 04.01.,0
Di 05.01.,3.1
Mi 06.01.,3.6
Do 07.01.,0
Fr 08.01.,0
Sa 09.01.,0
So 10.01.,0
Mo 11.01.,0
Di 12.01.,2.8
Mi 13.01.,0.9
Do 14.01.,0
Fr 15.01.,0.1
Sa 16.01.,0.3
So 17.01.,4.1
Mo 18.01.,0.7
Di 19.01.,4.3
Mi 20.01.,0
Do 21.01.,0
Fr 22.01.,1.2
Sa 23.01.,0.2
So 24.01.,0
Mo 25.01.,2
Di 26.01.,0.2
Mi 27.01.,0.1
Do 28.01.,12.1
Fr 29.01.,2.6
Sa 30.01.,6.8
So 31.01.,0
Mo 01.02.,2
Di 02.02.,8.5
Mi 03.02.,9.1
Do 04.02.,0
Fr 05.02.,0.3
Sa 06.02.,0
So 07.02.,6.9
Mo 08.02.,0.2
Di 09.02.,0.1
Mi 10.02.,3.9
Do 11.02.,0
Fr 12.02.,0
Sa 13.02.,0
So 14.02.,0
Mo 15.02.,1
Di 16.02.,4.1
Mi 17.02.,0
Do 18.02.,0
Fr 19.02.,0.9
Sa 20.02.,0
So 21.02.,0
Mo 22.02.,0
Di 23.02.,0
Mi 24.02.,0
Do 25.02.,0
Fr 26.02.,1.8
Sa 27.02.,0
So 28.02.,0
Mo 01.03.,0
Di 02.03.,0
Mi 03.03.,0
Do 04.03.,4.8
Fr 05.03.,1.9
Sa 06.03.,0
So 07.03.,0
Mo 08.03.,0
Di 09.03.,0.6
Mi 10.03.,0.5
Do 11.03.,6.6
Fr 12.03.,0
Sa 13.03.,2.4
So 14.03.,1
Mo 15.03.,5.9
Di 16.03.,5
Mi 17.03.,0.7
Do 18.03.,1.8
Fr 19.03.,5.9
Sa 20.03.,0
So 21.03.,0
Mo 22.03.,0
Di 23.03.,0
Mi 24.03.,0
Do 25.03.,0
Fr 26.03.,0.1
Sa 27.03.,0.7
So 28.03.,0
Mo 29.03.,0
Di 30.03.,0
Mi 31.03.,0
