category,Niederschlag (6 bis 6 UTC)
Do 01.07.,2.2
Fr 02.07.,0
Sa 03.07.,1.7
So 04.07.,4.8
Mo 05.07.,0
Di 06.07.,12
Mi 07.07.,1.8
Do 08.07.,18.9
Fr 09.07.,4.6
Sa 10.07.,0.6
So 11.07.,8.2
Mo 12.07.,0
Di 13.07.,13.8
Mi 14.07.,0
Do 15.07.,3.6
Fr 16.07.,0
Sa 17.07.,4.4
So 18.07.,0
Mo 19.07.,6.3
Di 20.07.,0
Mi 21.07.,0
Do 22.07.,0
Fr 23.07.,0
Sa 24.07.,8.4
So 25.07.,0
Mo 26.07.,27.3
Di 27.07.,5.9
Mi 28.07.,10.8
Do 29.07.,0
Fr 30.07.,4
Sa 31.07.,18.8
So 01.08.,0.9
Mo 02.08.,0
Di 03.08.,4.4
Mi 04.08.,12.7
Do 05.08.,9.1
Fr 06.08.,2.4
Sa 07.08.,5.3
So 08.08.,0.5
Mo 09.08.,0
Di 10.08.,0
Mi 11.08.,0
Do 12.08.,0
Fr 13.08.,2
Sa 14.08.,0
So 15.08.,1.8
Mo 16.08.,25.6
Di 17.08.,2.7
Mi 18.08.,0
Do 19.08.,0
Fr 20.08.,0
Sa 21.08.,0.6
So 22.08.,7.6
Mo 23.08.,12.9
Di 24.08.,0
Mi 25.08.,0
Do 26.08.,10
Fr 27.08.,4
Sa 28.08.,11.3
So 29.08.,40.1
Mo 30.08.,21.6
Di 31.08.,0.6
Mi 01.09.,0
Do 02.09.,0
Fr 03.09.,0
Sa 04.09.,0
So 05.09.,0
Mo 06.09.,0
Di 07.09.,0
Mi 08.09.,0
Do 09.09.,0
Fr 10.09.,1.2
Sa 11.09.,0
So 12.09.,0
Mo 13.09.,0
Di 14.09.,0
Mi 15.09.,6.6
Do 16.09.,3.1
Fr 17.09.,0
Sa 18.09.,0
So 19.09.,0
Mo 20.09.,0
Di 21.09.,0
Mi 22.09.,0
Do 23.09.,0
Fr 24.09.,0
Sa 25.09.,0
So 26.09.,15.3
Mo 27.09.,0
Di 28.09.,0.1
Mi 29.09.,0.5
Do 30.09.,0
