category,Niederschlag (6 bis 6 UTC)
Do 01.07.,3.8
Fr 02.07.,0
Sa 03.07.,3.4
So 04.07.,11.1
Mo 05.07.,0
Di 06.07.,16.5
Mi 07.07.,1.8
Do 08.07.,21.6
Fr 09.07.,6.7
Sa 10.07.,3.8
So 11.07.,1.9
Mo 12.07.,0
Di 13.07.,8.8
Mi 14.07.,0.2
Do 15.07.,1
Fr 16.07.,0.3
Sa 17.07.,6
So 18.07.,1.3
Mo 19.07.,0
Di 20.07.,0
Mi 21.07.,0
Do 22.07.,0
Fr 23.07.,0
Sa 24.07.,7.8
So 25.07.,0.2
Mo 26.07.,8.6
Di 27.07.,5.9
Mi 28.07.,10.1
Do 29.07.,0
Fr 30.07.,4
Sa 31.07.,16.4
So 01.08.,7.8
Mo 02.08.,1.7
Di 03.08.,1.9
Mi 04.08.,17.4
Do 05.08.,7.5
Fr 06.08.,1.2
Sa 07.08.,7.3
So 08.08.,0.3
Mo 09.08.,0
Di 10.08.,0
Mi 11.08.,0
Do 12.08.,0
Fr 13.08.,0
Sa 14.08.,0
So 15.08.,11.7
Mo 16.08.,20.5
Di 17.08.,3
Mi 18.08.,0
Do 19.08.,0
Fr 20.08.,0
Sa 21.08.,1.3
So 22.08.,12.7
Mo 23.08.,4.7
Di 24.08.,0
Mi 25.08.,0
Do 26.08.,5.8
Fr 27.08.,5.2
Sa 28.08.,6
So 29.08.,21.9
Mo 30.08.,15.8
Di 31.08.,3.5
Mi 01.09.,0
Do 02.09.,0
Fr 03.09.,0
Sa 04.09.,0
So 05.09.,0
Mo 06.09.,0
Di 07.09.,0
Mi 08.09.,0
Do 09.09.,0
Fr 10.09.,3.6
Sa 11.09.,0.6
So 12.09.,0
Mo 13.09.,0
Di 14.09.,0
Mi 15.09.,11.3
Do 16.09.,5.4
Fr 17.09.,0
Sa 18.09.,0
So 19.09.,0
Mo 20.09.,0.1
Di 21.09.,0
Mi 22.09.,0
Do 23.09.,0
Fr 24.09.,0
Sa 25.09.,0
So 26.09.,17.8
Mo 27.09.,0
Di 28.09.,0.1
Mi 29.09.,0.9
Do 30.09.,0
