category,Niederschlag (6 bis 6 UTC)
Sa 01.07.,2.2
So 02.07.,2.8
Mo 03.07.,0.4
Di 04.07.,0
Mi 05.07.,2
Do 06.07.,0
Fr 07.07.,0
Sa 08.07.,0
So 09.07.,0
Mo 10.07.,0.6
Di 11.07.,8
Mi 12.07.,16.6
Do 13.07.,0
Fr 14.07.,0
Sa 15.07.,2.6
So 16.07.,8.2
Mo 17.07.,0
Di 18.07.,0.3
Mi 19.07.,0
Do 20.07.,0
Fr 21.07.,10.2
Sa 22.07.,0
So 23.07.,1.4
Mo 24.07.,3.6
Di 25.07.,12.9
Mi 26.07.,4.6
Do 27.07.,0
Fr 28.07.,2.9
Sa 29.07.,11.7
So 30.07.,2
Mo 31.07.,2.4
Di 01.08.,1.6
Mi 02.08.,6.7
Do 03.08.,2.5
Fr 04.08.,0.4
Sa 05.08.,11.5
So 06.08.,14
Mo 07.08.,0
Di 08.08.,0.7
Mi 09.08.,5.9
Do 10.08.,0
Fr 11.08.,0
Sa 12.08.,0
So 13.08.,5.7
Mo 14.08.,0
Di 15.08.,2.6
Mi 16.08.,0
Do 17.08.,3.8
Fr 18.08.,0
Sa 19.08.,0
So 20.08.,0
Mo 21.08.,0
Di 22.08.,0
Mi 23.08.,0
Do 24.08.,2.7
Fr 25.08.,12.4
Sa 26.08.,21.4
So 27.08.,31.2
Mo 28.08.,41.6
Di 29.08.,16
Mi 30.08.,0.9
Do 31.08.,2.6
Fr 01.09.,0
Sa 02.09.,0
So 03.09.,0
Mo 04.09.,0
Di 05.09.,0
Mi 06.09.,0
Do 07.09.,0
Fr 08.09.,0
Sa 09.09.,0
So 10.09.,0
Mo 11.09.,0
Di 12.09.,0.1
Mi 13.09.,19.9
Do 14.09.,0
Fr 15.09.,0
Sa 16.09.,0
So 17.09.,0
Mo 18.09.,1.1
Di 19.09.,0
Mi 20.09.,0
Do 21.09.,1.7
Fr 22.09.,12.8
Sa 23.09.,0
So 24.09.,0
Mo 25.09.,0
Di 26.09.,0
Mi 27.09.,0
Do 28.09.,0
Fr 29.09.,0
Sa 30.09.,0
