category,Niederschlag (6 bis 6 UTC)
Mo 01.07.,8.3
Di 02.07.,3.5
Mi 03.07.,7
Do 04.07.,0.6
Fr 05.07.,0
Sa 06.07.,17.6
So 07.07.,6.7
Mo 08.07.,0.3
Di 09.07.,0.5
Mi 10.07.,1.6
Do 11.07.,0.7
Fr 12.07.,6.3
Sa 13.07.,0
So 14.07.,0
Mo 15.07.,12.8
Di 16.07.,0.7
Mi 17.07.,0
Do 18.07.,0
Fr 19.07.,0
Sa 20.07.,10.9
So 21.07.,6.9
Mo 22.07.,3.6
Di 23.07.,6.5
Mi 24.07.,0
Do 25.07.,0
Fr 26.07.,0
Sa 27.07.,6.4
So 28.07.,3.4
Mo 29.07.,0
Di 30.07.,0
Mi 31.07.,5
Do 01.08.,3.2
Fr 02.08.,21.7
Sa 03.08.,4.4
So 04.08.,0
Mo 05.08.,0
Di 06.08.,0
Mi 07.08.,4.4
Do 08.08.,4.8
Fr 09.08.,0
Sa 10.08.,0
So 11.08.,0
Mo 12.08.,0
Di 13.08.,1.2
Mi 14.08.,4.1
Do 15.08.,0
Fr 16.08.,0.5
Sa 17.08.,2.4
So 18.08.,54.5
Mo 19.08.,5.7
Di 20.08.,0
Mi 21.08.,0.4
Do 22.08.,0
Fr 23.08.,0
Sa 24.08.,0
So 25.08.,6.7
Mo 26.08.,0.6
Di 27.08.,0
Mi 28.08.,0
Do 29.08.,0
Fr 30.08.,0
Sa 31.08.,0
So 01.09.,0
Mo 02.09.,0
Di 03.09.,0
Mi 04.09.,6.1
Do 05.09.,0
Fr 06.09.,0
Sa 07.09.,0
So 08.09.,20.4
Mo 09.09.,2.9
Di 10.09.,0
Mi 11.09.,9.1
Do 12.09.,4
Fr 13.09.,31.6
Sa 14.09.,28.9
So 15.09.,12.2
Mo 16.09.,41.3
Di 17.09.,1
Mi 18.09.,0
Do 19.09.,0
Fr 20.09.,0
Sa 21.09.,0
So 22.09.,0
Mo 23.09.,21.5
Di 24.09.,0
Mi 25.09.,0.3
Do 26.09.,8.1
Fr 27.09.,7.6
Sa 28.09.,2.8
So 29.09.,0
Mo 30.09.,2.1
